Lat, Lon, days_out, MaxT, MinT 
39.084 -77.152763 7 16.88 7.19
34.063229 -77.891373 0 25.9 19.42
34.063229 -77.891373 1 25.09 15.05
34.063229 -77.891373 2 22.94 12.71
34.063229 -77.891373 3 21.61 10.95
34.063229 -77.891373 4 22.85 12.87
34.063229 -77.891373 5 19.92 17.81
34.063229 -77.891373 6 16.18 11.73
34.063229 -77.891373 7 16.18 11.73
40.15731 -76.792747 0 20.24 11.23
40.15731 -76.792747 1 21.39 10.72
40.15731 -76.792747 2 19.7 9.19
40.15731 -76.792747 3 19.1 8.35
40.15731 -76.792747 4 21.7 12.27
40.15731 -76.792747 5 20.77 11.57
40.15731 -76.792747 6 13.68 4.38
40.15731 -76.792747 7 15.38 7.19
41.107319 -73.795967 0 19.41 15.36
41.107319 -73.795967 1 20.21 5.27
41.107319 -73.795967 2 18.28 3.87
41.107319 -73.795967 3 17.55 5.58
41.107319 -73.795967 4 17.7 9.37
41.107319 -73.795967 5 19.42 13.02
41.107319 -73.795967 6 13.33 5.63
41.107319 -73.795967 7 14.58 5.64
47.954342 -117.476891 0 8.82 6.44
47.954342 -117.476891 1 10.98 5.5
47.954342 -117.476891 2 11.76 5.71
47.954342 -117.476891 3 11.1 5.58
47.954342 -117.476891 4 14.74 4.98
47.954342 -117.476891 5 9.42 4.87
47.954342 -117.476891 6 9.58 2.87
47.954342 -117.476891 7 8.86 6.44
37.175259 -113.289948 0 19.86 12.93
37.175259 -113.289948 1 20.62 7.86
37.175259 -113.289948 2 20.92 8.23
37.175259 -113.289948 3 20.05 7.2
37.175259 -113.289948 4 20.1 9.83
37.175259 -113.289948 5 18.37 8.72
37.175259 -113.289948 6 11.23 6.06
37.175259 -113.289948 7 20.26 10.21
34.158058 -119.22316 0 20.76 12.56
34.158058 -119.22316 1 19.43 9.48
34.158058 -119.22316 2 20.61 10.42
34.158058 -119.22316 3 19.96 10.15
34.158058 -119.22316 4 17.75 9.37
34.158058 -119.22316 5 16.67 12.06
34.158058 -119.22316 6 14.28 11.01
34.158058 -119.22316 7 14.28 11.01
34.71822 -76.663818 0 26.38 21.03
34.71822 -76.663818 1 25.18 12.39
34.71822 -76.663818 2 23.35 11.23
34.71822 -76.663818 3 22.46 9.8
34.71822 -76.663818 4 24.45 14.23
34.71822 -76.663818 5 17.68 10.46
34.71822 -76.663818 6 25.18 17.71
34.71822 -76.663818 7 17.68 10.46
21.92416 -159.526855 0 27.49 25.01
21.92416 -159.526855 1 26.61 23.42
21.92416 -159.526855 2 25.98 21.8
21.92416 -159.526855 3 25.73 22.37
21.92416 -159.526855 4 25.39 23.97
21.92416 -159.526855 5 25.52 23.67
21.92416 -159.526855 6 24.96 23.65
21.92416 -159.526855 7 25.51 23.78
44.477489 -88.016212 0 9.93 1.92
44.477489 -88.016212 1 11.83 2.64
44.477489 -88.016212 2 8.99 0.22
44.477489 -88.016212 3 9.21 0.68
44.477489 -88.016212 4 11 3.62
44.477489 -88.016212 5 9.67 2.92
44.477489 -88.016212 6 10.58 1.32
44.477489 -88.016212 7 8.36 -1.29
41.66394 -83.555206 0 12.14 2.37
41.66394 -83.555206 1 14.91 5.14
41.66394 -83.555206 2 15.06 4.53
41.66394 -83.555206 3 13.97 4.53
41.66394 -83.555206 4 17.85 7.62
41.66394 -83.555206 5 15.47 8.62
41.66394 -83.555206 6 13.68 3.87
41.66394 -83.555206 7 12.46 4.48
32.811161 -115.380257 0 37.38 24.6
32.811161 -115.380257 1 32.77 13.52
32.811161 -115.380257 2 33.33 13.79
32.811161 -115.380257 3 33.56 13.65
32.811161 -115.380257 4 29.5 15.63
32.811161 -115.380257 5 31.02 16.26
32.811161 -115.380257 6 25.93 9.57
32.811161 -115.380257 7 31.51 14.48
40.873711 -72.807877 0 16.07 11.03
40.873711 -72.807877 1 14.28 5.58
40.873711 -72.807877 2 13.42 4.48
40.873711 -72.807877 3 13.55 4.68
40.873711 -72.807877 4 13 7.72
40.873711 -72.807877 5 10.18 6.08
40.873711 -72.807877 6 12.33 7.82
40.873711 -72.807877 7 12.63 6.64
40.240349 -79.576714 0 18.54 9.09
40.240349 -79.576714 1 18.33 8.68
40.240349 -79.576714 2 18.24 9.52
40.240349 -79.576714 3 16.06 6.98
40.240349 -79.576714 4 18.21 10.11
40.240349 -79.576714 5 15.07 9.27
40.240349 -79.576714 6 12.48 1.48
40.240349 -79.576714 7 13.28 4.51
33.570862 -117.635612 0 21.64 9.75
33.570862 -117.635612 1 21.76 7.92
33.570862 -117.635612 2 21.47 7.55
33.570862 -117.635612 3 21.46 7.55
33.570862 -117.635612 4 16.29 10.03
33.570862 -117.635612 5 17.82 9.26
33.570862 -117.635612 6 17.53 6.22
33.570862 -117.635612 7 19.01 10.51
42.234741 -88.94899 0 15.19 6.77
42.234741 -88.94899 1 12.63 4.09
42.234741 -88.94899 2 13.87 4.68
42.234741 -88.94899 3 13.41 4.68
42.234741 -88.94899 4 16.75 8.12
42.234741 -88.94899 5 14.37 7.37
42.234741 -88.94899 6 16.08 5.72
42.234741 -88.94899 7 11.98 3.34
42.626701 -82.597687 0 7.76 1.99
42.626701 -82.597687 1 12.19 5.1
42.626701 -82.597687 2 12.35 4.47
42.626701 -82.597687 3 12.17 2.58
42.626701 -82.597687 4 15.25 5.17
42.626701 -82.597687 5 9.68 3.38
42.626701 -82.597687 6 9.68 3.38
42.626701 -82.597687 7 8.86 0.24
33.74752 -116.97197 0 24.85 10.89
33.74752 -116.97197 1 19.66 7.48
33.74752 -116.97197 2 23.24 8.28
33.74752 -116.97197 3 21.71 5.5
33.74752 -116.97197 4 20.2 5.66
33.74752 -116.97197 5 20.78 4.73
33.74752 -116.97197 6 19.33 3.47
33.74752 -116.97197 7 22.96 7.06
45.031361 -92.792976 0 13.78 6.1
45.031361 -92.792976 1 15.55 6.21
45.031361 -92.792976 2 13.97 4.07
45.031361 -92.792976 3 13.46 3.6
45.031361 -92.792976 4 12.93 4.46
45.031361 -92.792976 5 14.17 4.36
45.031361 -92.792976 6 12.56 2.66
45.031361 -92.792976 7 14.61 0.61
42.0751 -72.033409 0 22.56 13.82
42.0751 -72.033409 1 18.26 8.29
42.0751 -72.033409 2 17.01 7.1
42.0751 -72.033409 3 16.55 6.18
42.0751 -72.033409 4 17.65 8.43
42.0751 -72.033409 5 20.67 12.87
42.0751 -72.033409 6 15.08 6.01
42.0751 -72.033409 7 13.93 6.13
38.600121 -77.162201 0 20.01 10.2
38.600121 -77.162201 1 25.71 13.69
38.600121 -77.162201 2 23.89 10.63
38.600121 -77.162201 3 22.36 9.15
38.600121 -77.162201 4 23.58 9.57
38.600121 -77.162201 5 24.07 13.11
38.600121 -77.162201 6 17.83 10.06
38.600121 -77.162201 7 16.88 7.19
41.313671 -81.508453 0 13.68 5.89
41.313671 -81.508453 1 14.49 6.43
41.313671 -81.508453 2 14.94 6.32
41.313671 -81.508453 3 12.96 5.28
41.313671 -81.508453 4 18.25 8.27
41.313671 -81.508453 5 17.42 7.87
41.313671 -81.508453 6 15.53 4.07
41.313671 -81.508453 7 10.53 0.24
46.19986 -119.013062 0 12.86 8.17
46.19986 -119.013062 1 11.58 7.59
46.19986 -119.013062 2 10.6 6.73
46.19986 -119.013062 3 10.53 6.73
46.19986 -119.013062 4 15.18 7.07
46.19986 -119.013062 5 19.46 7.28
46.19986 -119.013062 6 19.46 7.28
46.19986 -119.013062 7 19.46 7.28
43.133968 -70.926453 0 22.34 18.31
43.133968 -70.926453 1 20.02 11.88
43.133968 -70.926453 2 15.5 7.83
43.133968 -70.926453 3 14.7 5.33
43.133968 -70.926453 4 15.2 4.56
43.133968 -70.926453 5 17.27 10.86
43.133968 -70.926453 6 11.58 5.63
43.133968 -70.926453 7 11.58 5.63
43.180561 -87.900642 0 13.33 8.81
43.180561 -87.900642 1 10.07 5.67
43.180561 -87.900642 2 9.71 3.05
43.180561 -87.900642 3 5.16 2.18
43.180561 -87.900642 4 12.45 4.37
43.180561 -87.900642 5 12.68 4.06
43.180561 -87.900642 6 10.73 2.97
43.180561 -87.900642 7 8.58 0.01
48.787048 -122.580452 0 11.97 7.13
48.787048 -122.580452 1 10.02 3.26
48.787048 -122.580452 2 10.04 4.95
48.787048 -122.580452 3 10.28 3.46
48.787048 -122.580452 4 9.45 5.7
48.787048 -122.580452 5 9.02 6.22
48.787048 -122.580452 6 9.43 6.47
48.787048 -122.580452 7 10.21 6.86
34.062511 -118.090347 0 20.45 10.12
34.062511 -118.090347 1 21.76 7.92
34.062511 -118.090347 2 21.16 8.56
34.062511 -118.090347 3 21.46 7.55
34.062511 -118.090347 4 16.29 10.03
34.062511 -118.090347 5 17.82 9.26
34.062511 -118.090347 6 17.53 6.22
34.062511 -118.090347 7 19.01 10.51
34.815159 -79.18309 0 27.78 23.08
34.815159 -79.18309 1 26.08 12.65
34.815159 -79.18309 2 24.86 12.58
34.815159 -79.18309 3 23.56 9.5
34.815159 -79.18309 4 25.93 12.12
34.815159 -79.18309 5 21.07 16.26
34.815159 -79.18309 6 25.58 18.71
34.815159 -79.18309 7 16.68 8.13
35.23064 -89.740356 0 23.94 14.59
35.23064 -89.740356 1 21.49 12.49
35.23064 -89.740356 2 20.81 11.98
35.23064 -89.740356 3 20.81 11.98
35.23064 -89.740356 4 25.1 12.43
35.23064 -89.740356 5 22.42 16.32
35.23064 -89.740356 6 20.48 13.91
35.23064 -89.740356 7 22.83 6.23
28.039471 -81.949799 0 28.5 18.91
28.039471 -81.949799 1 24.99 10.09
28.039471 -81.949799 2 29.36 17.43
28.039471 -81.949799 3 29.06 16.7
28.039471 -81.949799 4 27.5 18.58
28.039471 -81.949799 5 27.17 17.86
28.039471 -81.949799 6 29.68 19.82
28.039471 -81.949799 7 24.38 10.63
32.831242 -85.763573 0 23.75 15.51
32.831242 -85.763573 1 28.33 15.11
32.831242 -85.763573 2 27.41 15.37
32.831242 -85.763573 3 26.95 13.5
32.831242 -85.763573 4 25.6 16.52
32.831242 -85.763573 5 24.27 16.01
32.831242 -85.763573 6 21.63 5.93
32.831242 -85.763573 7 27.03 17.46
40.439461 -93.2341 0 21.38 11.48
40.439461 -93.2341 1 18.26 8.18
40.439461 -93.2341 2 17.26 6.25
40.439461 -93.2341 3 17.26 6.25
40.439461 -93.2341 4 21.64 12.57
40.439461 -93.2341 5 17.38 2.88
40.439461 -93.2341 6 17.38 2.88
40.439461 -93.2341 7 17.38 2.88
40.687321 -75.262398 0 14.91 11.69
40.687321 -75.262398 1 18 8.47
40.687321 -75.262398 2 17.07 7.43
40.687321 -75.262398 3 16.75 6.93
40.687321 -75.262398 4 19.4 4.71
40.687321 -75.262398 5 13.68 4.53
40.687321 -75.262398 6 16.08 6.71
40.687321 -75.262398 7 14.18 4.74
40.691212 -73.563179 0 19.41 15.36
40.691212 -73.563179 1 19.05 7.46
40.691212 -73.563179 2 18.28 3.87
40.691212 -73.563179 3 17.55 5.58
40.691212 -73.563179 4 17.7 9.37
40.691212 -73.563179 5 13.33 5.63
40.691212 -73.563179 6 15.38 7.92
40.691212 -73.563179 7 14.58 5.64
41.442871 -74.388489 0 19.41 15.36
41.442871 -74.388489 1 19.05 7.46
41.442871 -74.388489 2 18.28 3.87
41.442871 -74.388489 3 17.55 5.58
41.442871 -74.388489 4 17.7 9.37
41.442871 -74.388489 5 19.42 13.02
41.442871 -74.388489 6 15.38 7.92
41.442871 -74.388489 7 14.58 5.64
42.91695 -89.217888 0 14.45 4.6
42.91695 -89.217888 1 10.04 1.12
42.91695 -89.217888 2 12.55 2.92
42.91695 -89.217888 3 11.91 2.48
42.91695 -89.217888 4 14.95 5.42
42.91695 -89.217888 5 12.77 5.47
42.91695 -89.217888 6 13.73 4.81
42.91695 -89.217888 7 11.86 0.01
46.716209 -122.9543 0 10.55 5.52
46.716209 -122.9543 1 11.11 6.46
46.716209 -122.9543 2 11.59 5.43
46.716209 -122.9543 3 11.36 4.97
46.716209 -122.9543 4 8.56 3.1
46.716209 -122.9543 5 13.06 6.93
46.716209 -122.9543 6 13.06 6.93
46.716209 -122.9543 7 12.26 6.89
46.40287 -117.06395 0 13.53 7.98
46.40287 -117.06395 1 12.67 4.43
46.40287 -117.06395 2 12.63 3.58
46.40287 -117.06395 3 11.45 3.58
46.40287 -117.06395 4 15.75 4.92
46.40287 -117.06395 5 6.52 1.02
46.40287 -117.06395 6 15.06 4.28
46.40287 -117.06395 7 8.78 3.79
37.734299 -79.35392 0 22.47 13.54
37.734299 -79.35392 1 25.04 11.83
37.734299 -79.35392 2 22.24 10.84
37.734299 -79.35392 3 23.15 9.65
37.734299 -79.35392 4 22.6 13.52
37.734299 -79.35392 5 15.03 2.33
37.734299 -79.35392 6 15.03 2.33
37.734299 -79.35392 7 20.48 9.09
40.796719 -81.521507 0 12.11 4.89
40.796719 -81.521507 1 14.49 6.43
40.796719 -81.521507 2 13.98 5.28
40.796719 -81.521507 3 12.96 5.28
40.796719 -81.521507 4 18.25 8.27
40.796719 -81.521507 5 17.42 7.87
40.796719 -81.521507 6 13.03 3.08
40.796719 -81.521507 7 13.03 3.08
37.136719 -85.956917 0 24.23 10.1
37.136719 -85.956917 1 23.33 9.85
37.136719 -85.956917 2 22.62 10.12
37.136719 -85.956917 3 22.16 9.48
37.136719 -85.956917 4 22.75 13.23
37.136719 -85.956917 5 20.27 12.22
37.136719 -85.956917 6 21.93 16.97
37.136719 -85.956917 7 20.48 13.16
27.371429 -82.489822 0 26.5 15.13
27.371429 -82.489822 1 27.11 15.32
27.371429 -82.489822 2 30.43 19.4
27.371429 -82.489822 3 29.95 18.6
27.371429 -82.489822 4 27.25 19.58
27.371429 -82.489822 5 26.02 19.51
27.371429 -82.489822 6 28.98 21.21
27.371429 -82.489822 7 25.03 13.88
48.420872 -101.339142 0 21.45 13.96
48.420872 -101.339142 1 18.19 4.28
48.420872 -101.339142 2 16.19 3.91
48.420872 -101.339142 3 16.36 2
48.420872 -101.339142 4 12.18 -0.88
48.420872 -101.339142 5 17.17 3.86
48.420872 -101.339142 6 15.26 -0.02
48.420872 -101.339142 7 15.26 -0.02
31.999269 -106.605553 0 33.45 26.91
31.999269 -106.605553 1 29.46 11.8
31.999269 -106.605553 2 27.13 12.17
31.999269 -106.605553 3 26.86 11.65
31.999269 -106.605553 4 28.38 8.57
31.999269 -106.605553 5 26.41 9.83
31.999269 -106.605553 6 25.33 13.22
31.999269 -106.605553 7 26.41 9.83
33.209839 -87.569168 0 23.35 17.18
33.209839 -87.569168 1 23.53 14.21
33.209839 -87.569168 2 24.43 16.89
33.209839 -87.569168 3 23.35 14
33.209839 -87.569168 4 24.95 14.83
33.209839 -87.569168 5 24.27 15.01
33.209839 -87.569168 6 22.63 6.88
33.209839 -87.569168 7 22.63 6.88
34.10149 -84.519379 0 18.8 12.27
34.10149 -84.519379 1 24.23 12.68
34.10149 -84.519379 2 25.31 13.61
34.10149 -84.519379 3 24.9 13
34.10149 -84.519379 4 25.3 14.42
34.10149 -84.519379 5 19.28 3.83
34.10149 -84.519379 6 21.93 16.11
34.10149 -84.519379 7 19.28 3.83
39.249779 -84.295769 0 20.5 5.77
39.249779 -84.295769 1 20.55 6.49
39.249779 -84.295769 2 22.17 7.17
39.249779 -84.295769 3 20.15 6.88
39.249779 -84.295769 4 20.98 13.11
39.249779 -84.295769 5 20.17 9.37
39.249779 -84.295769 6 15.66 1.83
39.249779 -84.295769 7 15.66 1.83
39.427341 -75.234077 0 22.19 18.86
39.427341 -75.234077 1 14.94 9.82
39.427341 -75.234077 2 13.62 6.98
39.427341 -75.234077 3 12.88 6.83
39.427341 -75.234077 4 15.75 10.58
39.427341 -75.234077 5 11.68 7.38
39.427341 -75.234077 6 13.13 8.51
39.427341 -75.234077 7 13.93 9.84
32.737598 -101.950989 0 25.22 15.3
32.737598 -101.950989 1 22.16 9.05
32.737598 -101.950989 2 22.63 9.98
32.737598 -101.950989 3 22.16 9.05
32.737598 -101.950989 4 24.33 8.67
32.737598 -101.950989 5 26.21 14.68
32.737598 -101.950989 6 31.08 16.72
32.737598 -101.950989 7 21.61 11.81
42.90868 -76.540222 0 14.36 9.05
42.90868 -76.540222 1 20.17 9.12
42.90868 -76.540222 2 14.97 7.95
42.90868 -76.540222 3 13.36 6.38
42.90868 -76.540222 4 12.4 5.33
42.90868 -76.540222 5 9.87 7.52
42.90868 -76.540222 6 9.43 2.28
42.90868 -76.540222 7 9.43 2.28
43.104229 -77.884453 0 11.38 3.63
43.104229 -77.884453 1 18.3 8.57
43.104229 -77.884453 2 15.83 5.75
43.104229 -77.884453 3 14.5 5.48
43.104229 -77.884453 4 13.75 4.98
43.104229 -77.884453 5 11.17 8.32
43.104229 -77.884453 6 9.03 1.28
43.104229 -77.884453 7 9.03 1.28
35.580429 -81.016541 0 18.72 8.92
35.580429 -81.016541 1 25.18 11.34
35.580429 -81.016541 2 23.08 11.94
35.580429 -81.016541 3 24.75 10.85
35.580429 -81.016541 4 23.1 12.63
35.580429 -81.016541 5 22.27 13.96
35.580429 -81.016541 6 20.73 15.17
35.580429 -81.016541 7 21.28 13.59
28.61944 -81.442574 0 26.52 23.57
28.61944 -81.442574 1 23.25 19.86
28.61944 -81.442574 2 22.03 18.52
28.61944 -81.442574 3 21.86 18.25
28.61944 -81.442574 4 24.1 18.97
28.61944 -81.442574 5 25.77 19.51
28.61944 -81.442574 6 25.53 19.97
28.61944 -81.442574 7 25.18 18.51
43.91869 -69.801163 0 15.55 8.8
43.91869 -69.801163 1 13.3 1.22
43.91869 -69.801163 2 13.89 1.99
43.91869 -69.801163 3 13.8 1.83
43.91869 -69.801163 4 12.45 4.72
43.91869 -69.801163 5 12.87 9.67
43.91869 -69.801163 6 11.23 5.13
43.91869 -69.801163 7 5.48 -1.61
38.385651 -81.836243 0 24.52 14.76
38.385651 -81.836243 1 21.81 11.3
38.385651 -81.836243 2 19.51 10.57
38.385651 -81.836243 3 19.92 10.08
38.385651 -81.836243 4 22.45 12.83
38.385651 -81.836243 5 17.52 12.42
38.385651 -81.836243 6 23.53 14.42
38.385651 -81.836243 7 15.38 9.14
36.556999 -89.966476 0 23.25 12.09
36.556999 -89.966476 1 22.13 10.18
36.556999 -89.966476 2 22.04 10.82
36.556999 -89.966476 3 21.26 10.53
36.556999 -89.966476 4 23.08 11.21
36.556999 -89.966476 5 21.37 13.77
36.556999 -89.966476 6 19.98 14.47
36.556999 -89.966476 7 16.51 13.49
45.261101 -93.449997 0 16.17 8.08
45.261101 -93.449997 1 15.55 6.21
45.261101 -93.449997 2 13.8 4.07
45.261101 -93.449997 3 13.46 3.6
45.261101 -93.449997 4 12.93 4.46
45.261101 -93.449997 5 14.17 4.36
45.261101 -93.449997 6 16.18 10.82
45.261101 -93.449997 7 12.56 2.66
39.81369 -79.02475 0 14 7.4
